역명,일자, 이용인원 , 승차인원 , 하차인원 
검단사거리,2024-01-07,9380,4704,4676
마전,2024-01-07,4163,2022,2141
완정,2024-01-07,6973,3518,3455
독정,2024-01-07,4276,2122,2154
검암,2024-01-07,3780,1999,1781
검바위,2024-01-07,2921,1385,1536
아시아드경기장(공촌사거리),2024-01-07,4692,2465,2227
서구청,2024-01-07,7550,3785,3765
가정(루원시티),2024-01-07,9862,4937,4925
가정중앙시장,2024-01-07,6613,3262,3351
석남(거북시장),2024-01-07,3280,1525,1755
서부여성회관,2024-01-07,4554,2330,2224
인천가좌,2024-01-07,3182,1615,1567
가재울,2024-01-07,3172,1590,1582
주안국가산단,2024-01-07,739,350,389
주안,2024-01-07,8507,3495,5012
시민공원(문화창작지대),2024-01-07,10095,5193,4902
석바위시장,2024-01-07,4667,2291,2376
인천시청,2024-01-07,3325,1549,1776
석천사거리,2024-01-07,4474,2324,2150
모래내시장,2024-01-07,8837,4378,4459
만수,2024-01-07,5237,2692,2545
남동구청,2024-01-07,3839,1968,1871
인천대공원,2024-01-07,3563,1786,1777
운연(서창),2024-01-07,1104,565,539
검단오류(검단산업단지),2024-01-08,5919,2897,3022
왕길,2024-01-08,4985,2490,2495
검단사거리,2024-01-08,15331,8023,7308
마전,2024-01-08,8093,3867,4226
완정,2024-01-08,14190,7312,6878
독정,2024-01-08,7691,3820,3871
검암,2024-01-08,8140,4352,3788
검바위,2024-01-08,5363,2543,2820
아시아드경기장(공촌사거리),2024-01-08,8192,4355,3837
서구청,2024-01-08,15361,7599,7762
가정(루원시티),2024-01-08,21537,11094,10443
가정중앙시장,2024-01-08,11111,5396,5715
석남(거북시장),2024-01-08,5556,2702,2854
서부여성회관,2024-01-08,7562,3867,3695
인천가좌,2024-01-08,7881,3934,3947
가재울,2024-01-08,7854,4034,3820
주안국가산단,2024-01-08,5811,2880,2931
주안,2024-01-08,14198,6122,8076
시민공원(문화창작지대),2024-01-08,18712,9602,9110
석바위시장,2024-01-08,8534,4191,4343
인천시청,2024-01-08,5894,2840,3054
석천사거리,2024-01-08,8515,4421,4094
모래내시장,2024-01-08,14096,6853,7243
만수,2024-01-08,8901,4637,4264
남동구청,2024-01-08,7865,4109,3756
인천대공원,2024-01-08,3237,1641,1596
운연(서창),2024-01-08,2155,1159,996
검단오류(검단산업단지),2024-01-09,6338,3144,3194
왕길,2024-01-09,5231,2607,2624
검단사거리,2024-01-09,16262,8444,7818
마전,2024-01-09,8680,4230,4450
완정,2024-01-09,15582,8024,7558
독정,2024-01-09,8117,4024,4093
검암,2024-01-09,8813,4749,4064
검바위,2024-01-09,5583,2716,2867
아시아드경기장(공촌사거리),2024-01-09,8669,4652,4017
서구청,2024-01-09,16805,8317,8488
가정(루원시티),2024-01-09,23356,12036,11320
가정중앙시장,2024-01-09,11761,5744,6017
석남(거북시장),2024-01-09,5882,2854,3028
서부여성회관,2024-01-09,7911,4012,3899
인천가좌,2024-01-09,8468,4233,4235
가재울,2024-01-09,8306,4277,4029
주안국가산단,2024-01-09,6372,3149,3223
주안,2024-01-09,14935,6363,8572
시민공원(문화창작지대),2024-01-09,20026,10269,9757
석바위시장,2024-01-09,9086,4419,4667
인천시청,2024-01-09,6360,2980,3380
석천사거리,2024-01-09,9642,5042,4600
모래내시장,2024-01-09,14158,6880,7278
만수,2024-01-09,9283,4741,4542
남동구청,2024-01-09,8448,4335,4113
인천대공원,2024-01-09,3419,1740,1679
운연(서창),2024-01-09,2299,1240,1059
검단오류(검단산업단지),2024-01-10,6046,2985,3061
왕길,2024-01-10,5153,2558,2595
검단사거리,2024-01-10,16014,8370,7644
마전,2024-01-10,8332,4039,4293
완정,2024-01-10,15085,7753,7332
독정,2024-01-10,8010,4028,3982
검암,2024-01-10,8544,4587,3957
검바위,2024-01-10,5542,2634,2908
아시아드경기장(공촌사거리),2024-01-10,8738,4665,4073
서구청,2024-01-10,17071,8472,8599
가정(루원시티),2024-01-10,22775,11746,11029
가정중앙시장,2024-01-10,12271,5959,6312
석남(거북시장),2024-01-10,6042,2962,3080
서부여성회관,2024-01-10,8353,4232,4121
인천가좌,2024-01-10,8535,4258,4277
가재울,2024-01-10,8352,4249,4103
주안국가산단,2024-01-10,5976,2927,3049
주안,2024-01-10,14990,6371,8619
시민공원(문화창작지대),2024-01-10,20283,10482,9801
석바위시장,2024-01-10,9030,4381,4649
인천시청,2024-01-10,6564,3108,3456
석천사거리,2024-01-10,9286,4806,4480
모래내시장,2024-01-10,15242,7467,7775
만수,2024-01-10,9730,5018,4712
남동구청,2024-01-10,8718,4514,4204
인천대공원,2024-01-10,3889,1995,1894
운연(서창),2024-01-10,2318,1257,1061
검단오류(검단산업단지),2024-01-11,6016,2955,3061
왕길,2024-01-11,5123,2604,2519
검단사거리,2024-01-11,15876,8288,7588
마전,2024-01-11,8572,4107,4465
완정,2024-01-11,15042,7783,7259
독정,2024-01-11,8070,4071,3999
검암,2024-01-11,8464,4646,3818
검바위,2024-01-11,5558,2688,2870
아시아드경기장(공촌사거리),2024-01-11,8519,4549,3970
서구청,2024-01-11,17039,8417,8622
가정(루원시티),2024-01-11,22672,11729,10943
가정중앙시장,2024-01-11,12194,5931,6263
석남(거북시장),2024-01-11,5990,2897,3093
서부여성회관,2024-01-11,8259,4193,4066
인천가좌,2024-01-11,8157,4085,4072
가재울,2024-01-11,8139,4175,3964
주안국가산단,2024-01-11,5752,2825,2927
주안,2024-01-11,14862,6338,8524
시민공원(문화창작지대),2024-01-11,19740,10138,9602
석바위시장,2024-01-11,8875,4298,4577
인천시청,2024-01-11,6543,3120,3423
석천사거리,2024-01-11,9270,4766,4504
모래내시장,2024-01-11,15398,7480,7918
만수,2024-01-11,9547,4910,4637
남동구청,2024-01-11,8824,4547,4277
인천대공원,2024-01-11,4313,2171,2142
운연(서창),2024-01-11,2398,1253,1145
검단오류(검단산업단지),2024-01-12,6042,3037,3005
왕길,2024-01-12,5177,2647,2530
검단사거리,2024-01-12,17220,8883,8337
마전,2024-01-12,8515,4197,4318
완정,2024-01-12,15876,8198,7678
독정,2024-01-12,8303,4178,4125
검암,2024-01-12,8623,4711,3912
검바위,2024-01-12,5958,2948,3010
아시아드경기장(공촌사거리),2024-01-12,8753,4721,4032
서구청,2024-01-12,18565,9060,9505
가정(루원시티),2024-01-12,23534,12157,11377
가정중앙시장,2024-01-12,12856,6204,6652
석남(거북시장),2024-01-12,6056,2945,3111
서부여성회관,2024-01-12,8731,4420,4311
인천가좌,2024-01-12,8278,4189,4089
가재울,2024-01-12,8367,4309,4058
주안국가산단,2024-01-12,5764,2824,2940
주안,2024-01-12,15866,6706,9160
시민공원(문화창작지대),2024-01-12,20232,10403,9829
석바위시장,2024-01-12,9224,4474,4750
인천시청,2024-01-12,6519,3149,3370
석천사거리,2024-01-12,9243,4852,4391
모래내시장,2024-01-12,16285,7928,8357
만수,2024-01-12,10164,5256,4908
남동구청,2024-01-12,8808,4560,4248
인천대공원,2024-01-12,4555,2304,2251
운연(서창),2024-01-12,2549,1364,1185
검단오류(검단산업단지),2024-01-13,2146,1171,975
왕길,2024-01-13,3046,1545,1501
검단사거리,2024-01-13,13366,6991,6375
마전,2024-01-13,5905,2945,2960
완정,2024-01-13,10378,5457,4921
독정,2024-01-13,6195,3112,3083
검암,2024-01-13,5380,2880,2500
검바위,2024-01-13,3878,1869,2009
아시아드경기장(공촌사거리),2024-01-13,6653,3563,3090
서구청,2024-01-13,11195,5485,5710
가정(루원시티),2024-01-13,15058,7775,7283
가정중앙시장,2024-01-13,10314,5055,5259
석남(거북시장),2024-01-13,4743,2289,2454
서부여성회관,2024-01-13,6033,3054,2979
인천가좌,2024-01-13,4813,2446,2367
가재울,2024-01-13,4622,2374,2248
주안국가산단,2024-01-13,1496,728,768
주안,2024-01-13,12989,5291,7698
시민공원(문화창작지대),2024-01-13,14493,7484,7009
석바위시장,2024-01-13,6884,3347,3537
인천시청,2024-01-13,4578,2147,2431
석천사거리,2024-01-13,6372,3372,3000
모래내시장,2024-01-13,13898,6731,7167
만수,2024-01-13,7888,4063,3825
남동구청,2024-01-13,6157,3153,3004
인천대공원,2024-01-13,5534,2809,2725
운연(서창),2024-01-13,1694,891,803
검단오류(검단산업단지),2024-01-14,1165,558,607
왕길,2024-01-14,1814,934,880
검단사거리,2024-01-14,9015,4459,4556
마전,2024-01-14,3820,1841,1979
완정,2024-01-14,6769,3390,3379
독정,2024-01-14,3543,1748,1795
검암,2024-01-14,3508,1842,1666
검바위,2024-01-14,2772,1316,1456
아시아드경기장(공촌사거리),2024-01-14,4339,2326,2013
서구청,2024-01-14,7275,3664,3611
가정(루원시티),2024-01-14,9417,4742,4675
가정중앙시장,2024-01-14,6425,3147,3278
석남(거북시장),2024-01-14,3067,1451,1616
서부여성회관,2024-01-14,4376,2269,2107
인천가좌,2024-01-14,2974,1440,1534
가재울,2024-01-14,3106,1568,1538
주안국가산단,2024-01-14,633,302,331
주안,2024-01-14,8235,3358,4877
시민공원(문화창작지대),2024-01-14,9899,5064,4835
석바위시장,2024-01-14,4519,2207,2312
인천시청,2024-01-14,3033,1435,1598
석천사거리,2024-01-14,4201,2171,2030
모래내시장,2024-01-14,8159,3985,4174
만수,2024-01-14,5112,2608,2504
남동구청,2024-01-14,4128,2121,2007
인천대공원,2024-01-14,2776,1404,1372
운연(서창),2024-01-14,1096,573,523
검단오류(검단산업단지),2024-01-15,5966,2895,3071
왕길,2024-01-15,4657,2345,2312
검단사거리,2024-01-15,15275,7957,7318
마전,2024-01-15,7899,3863,4036
완정,2024-01-15,14383,7414,6969
독정,2024-01-15,7799,3904,3895
검암,2024-01-15,8284,4529,3755
검바위,2024-01-15,5268,2503,2765
아시아드경기장(공촌사거리),2024-01-15,8455,4509,3946
서구청,2024-01-15,16307,8053,8254
가정(루원시티),2024-01-15,21445,11065,10380
가정중앙시장,2024-01-15,11461,5601,5860
석남(거북시장),2024-01-15,5801,2867,2934
서부여성회관,2024-01-15,7532,3836,3696
인천가좌,2024-01-15,7978,4032,3946
가재울,2024-01-15,7919,4025,3894
주안국가산단,2024-01-15,5673,2825,2848
주안,2024-01-15,14179,6074,8105
시민공원(문화창작지대),2024-01-15,18969,9658,9311
석바위시장,2024-01-15,8606,4229,4377
인천시청,2024-01-15,5938,2869,3069
석천사거리,2024-01-15,8782,4510,4272
모래내시장,2024-01-15,14613,7150,7463
만수,2024-01-15,9161,4683,4478
남동구청,2024-01-15,8221,4238,3983
인천대공원,2024-01-15,3816,1942,1874
운연(서창),2024-01-15,2212,1169,1043
검단오류(검단산업단지),2024-01-16,5942,2917,3025
왕길,2024-01-16,4895,2500,2395
검단사거리,2024-01-16,15561,8082,7479
마전,2024-01-16,7952,3879,4073
완정,2024-01-16,14589,7511,7078
독정,2024-01-16,7890,3903,3987
검암,2024-01-16,8451,4591,3860
검바위,2024-01-16,5257,2514,2743
아시아드경기장(공촌사거리),2024-01-16,8464,4479,3985
서구청,2024-01-16,16973,8387,8586
가정(루원시티),2024-01-16,22192,11447,10745
가정중앙시장,2024-01-16,11946,5814,6132
석남(거북시장),2024-01-16,5835,2824,3011
서부여성회관,2024-01-16,7822,3975,3847
인천가좌,2024-01-16,8056,4046,4010
가재울,2024-01-16,8115,4173,3942
주안국가산단,2024-01-16,5781,2852,2929
주안,2024-01-16,14838,6314,8524
시민공원(문화창작지대),2024-01-16,19511,10050,9461
석바위시장,2024-01-16,8901,4335,4566
인천시청,2024-01-16,6218,2961,3257
석천사거리,2024-01-16,9196,4801,4395
모래내시장,2024-01-16,15412,7489,7923
만수,2024-01-16,9421,4780,4641
남동구청,2024-01-16,8443,4394,4049
인천대공원,2024-01-16,4201,2170,2031
운연(서창),2024-01-16,2368,1272,1096
검단오류(검단산업단지),2024-01-17,5999,2971,3028
왕길,2024-01-17,4826,2449,2377
검단사거리,2024-01-17,15399,7989,7410
마전,2024-01-17,8063,3889,4174
완정,2024-01-17,14458,7447,7011
독정,2024-01-17,7692,3845,3847
검암,2024-01-17,8436,4443,3993
검바위,2024-01-17,5477,2633,2844
아시아드경기장(공촌사거리),2024-01-17,8579,4564,4015
서구청,2024-01-17,16106,8002,8104
가정(루원시티),2024-01-17,22294,11448,10846
가정중앙시장,2024-01-17,11611,5687,5924
석남(거북시장),2024-01-17,5750,2771,2979
서부여성회관,2024-01-17,7974,4024,3950
인천가좌,2024-01-17,8031,4012,4019
가재울,2024-01-17,8088,4144,3944
주안국가산단,2024-01-17,5876,2918,2958
주안,2024-01-17,14245,5945,8300
시민공원(문화창작지대),2024-01-17,19600,10025,9575
석바위시장,2024-01-17,8807,4219,4588
인천시청,2024-01-17,6211,2997,3214
석천사거리,2024-01-17,9112,4597,4515
모래내시장,2024-01-17,14184,6953,7231
만수,2024-01-17,9286,4674,4612
남동구청,2024-01-17,8433,4377,4056
인천대공원,2024-01-17,3296,1674,1622
운연(서창),2024-01-17,2251,1194,1057
검단오류(검단산업단지),2024-01-18,6063,2986,3077
왕길,2024-01-18,4944,2482,2462
검단사거리,2024-01-18,15455,8053,7402
마전,2024-01-18,7979,3870,4109
완정,2024-01-18,14827,7586,7241
독정,2024-01-18,8076,4044,4032
검암,2024-01-18,8412,4547,3865
검바위,2024-01-18,5584,2685,2899
아시아드경기장(공촌사거리),2024-01-18,8588,4597,3991
서구청,2024-01-18,17101,8455,8646
가정(루원시티),2024-01-18,22406,11500,10906
가정중앙시장,2024-01-18,12448,6066,6382
석남(거북시장),2024-01-18,5948,2891,3057
서부여성회관,2024-01-18,8296,4185,4111
인천가좌,2024-01-18,8196,4091,4105
가재울,2024-01-18,8196,4233,3963
주안국가산단,2024-01-18,5892,2876,3016
주안,2024-01-18,15072,6415,8657
시민공원(문화창작지대),2024-01-18,19538,10031,9507
석바위시장,2024-01-18,9227,4465,4762
인천시청,2024-01-18,6625,3142,3483
석천사거리,2024-01-18,9215,4783,4432
모래내시장,2024-01-18,16008,7863,8145
만수,2024-01-18,9678,4956,4722
남동구청,2024-01-18,8627,4485,4142
인천대공원,2024-01-18,4863,2502,2361
운연(서창),2024-01-18,2405,1287,1118
검단오류(검단산업단지),2024-01-19,5901,2897,3004
왕길,2024-01-19,5001,2586,2415
검단사거리,2024-01-19,17091,8940,8151
마전,2024-01-19,8176,3983,4193
완정,2024-01-19,15268,7881,7387
독정,2024-01-19,8284,4172,4112
검암,2024-01-19,8464,4597,3867
검바위,2024-01-19,5744,2834,2910
아시아드경기장(공촌사거리),2024-01-19,8733,4672,4061
서구청,2024-01-19,18297,9047,9250
가정(루원시티),2024-01-19,23481,12221,11260
가정중앙시장,2024-01-19,13226,6420,6806
석남(거북시장),2024-01-19,6320,3035,3285
서부여성회관,2024-01-19,8741,4412,4329
인천가좌,2024-01-19,8397,4234,4163
가재울,2024-01-19,8450,4397,4053
주안국가산단,2024-01-19,5681,2799,2882
주안,2024-01-19,15737,6699,9038
시민공원(문화창작지대),2024-01-19,20048,10302,9746
석바위시장,2024-01-19,9159,4434,4725
인천시청,2024-01-19,6615,3162,3453
석천사거리,2024-01-19,9781,5109,4672
모래내시장,2024-01-19,16275,7847,8428
만수,2024-01-19,9997,5168,4829
남동구청,2024-01-19,8815,4587,4228
인천대공원,2024-01-19,4621,2363,2258
운연(서창),2024-01-19,2470,1319,1151
검단오류(검단산업단지),2024-01-20,2115,1148,967
왕길,2024-01-20,2951,1511,1440
검단사거리,2024-01-20,12841,6616,6225
마전,2024-01-20,5978,3011,2967
완정,2024-01-20,9926,5172,4754
독정,2024-01-20,5972,3010,2962
검암,2024-01-20,5261,2905,2356
검바위,2024-01-20,3671,1756,1915
아시아드경기장(공촌사거리),2024-01-20,6315,3329,2986
서구청,2024-01-20,10895,5377,5518
가정(루원시티),2024-01-20,14091,7240,6851
가정중앙시장,2024-01-20,10091,4949,5142
석남(거북시장),2024-01-20,4482,2117,2365
서부여성회관,2024-01-20,6164,3162,3002
인천가좌,2024-01-20,4600,2313,2287
가재울,2024-01-20,4545,2358,2187
주안국가산단,2024-01-20,1472,720,752
주안,2024-01-20,12744,5115,7629
시민공원(문화창작지대),2024-01-20,13585,6990,6595
석바위시장,2024-01-20,6609,3212,3397
인천시청,2024-01-20,4136,1954,2182
석천사거리,2024-01-20,5985,3140,2845
모래내시장,2024-01-20,12567,6146,6421
만수,2024-01-20,7277,3756,3521
남동구청,2024-01-20,5278,2768,2510
인천대공원,2024-01-20,3963,1990,1973
운연(서창),2024-01-20,1569,803,766
검단오류(검단산업단지),2024-01-21,1284,627,657
왕길,2024-01-21,1934,983,951
검단사거리,2024-01-21,9454,4715,4739
마전,2024-01-21,4161,1974,2187
완정,2024-01-21,7125,3565,3560
독정,2024-01-21,4345,2125,2220
검암,2024-01-21,3654,1888,1766
검바위,2024-01-21,2891,1352,1539
아시아드경기장(공촌사거리),2024-01-21,4696,2503,2193
서구청,2024-01-21,7603,3815,3788
가정(루원시티),2024-01-21,9818,4973,4845
가정중앙시장,2024-01-21,7158,3490,3668
석남(거북시장),2024-01-21,3309,1572,1737
서부여성회관,2024-01-21,4914,2516,2398
인천가좌,2024-01-21,3143,1551,1592
가재울,2024-01-21,3290,1629,1661
주안국가산단,2024-01-21,709,336,373
주안,2024-01-21,8741,3510,5231
시민공원(문화창작지대),2024-01-21,10133,5219,4914
석바위시장,2024-01-21,4927,2403,2524
인천시청,2024-01-21,3104,1443,1661
석천사거리,2024-01-21,4488,2295,2193
모래내시장,2024-01-21,9338,4569,4769
만수,2024-01-21,5426,2798,2628
남동구청,2024-01-21,4063,2086,1977
인천대공원,2024-01-21,3516,1764,1752
운연(서창),2024-01-21,1090,557,533
검단오류(검단산업단지),2024-01-22,5788,2829,2959
왕길,2024-01-22,4579,2314,2265
검단사거리,2024-01-22,14975,7738,7237
마전,2024-01-22,7862,3790,4072
완정,2024-01-22,13954,7183,6771
독정,2024-01-22,7483,3784,3699
검암,2024-01-22,8195,4416,3779
검바위,2024-01-22,5414,2592,2822
아시아드경기장(공촌사거리),2024-01-22,8079,4283,3796
서구청,2024-01-22,15025,7459,7566
가정(루원시티),2024-01-22,21012,10794,10218
가정중앙시장,2024-01-22,10892,5275,5617
석남(거북시장),2024-01-22,5423,2649,2774
서부여성회관,2024-01-22,7404,3800,3604
인천가좌,2024-01-22,7834,3908,3926
가재울,2024-01-22,7575,3923,3652
주안국가산단,2024-01-22,5303,2611,2692
주안,2024-01-22,13548,5792,7756
시민공원(문화창작지대),2024-01-22,18550,9515,9035
석바위시장,2024-01-22,8278,4082,4196
인천시청,2024-01-22,5717,2735,2982
석천사거리,2024-01-22,8632,4440,4192
모래내시장,2024-01-22,13380,6540,6840
만수,2024-01-22,8661,4447,4214
남동구청,2024-01-22,7824,4035,3789
인천대공원,2024-01-22,2865,1476,1389
운연(서창),2024-01-22,2024,1069,955
검단오류(검단산업단지),2024-01-23,5637,2757,2880
왕길,2024-01-23,4398,2231,2167
검단사거리,2024-01-23,13858,7237,6621
마전,2024-01-23,7455,3613,3842
완정,2024-01-23,13300,6829,6471
독정,2024-01-23,7051,3534,3517
검암,2024-01-23,7956,4278,3678
검바위,2024-01-23,4907,2356,2551
아시아드경기장(공촌사거리),2024-01-23,7839,4171,3668
서구청,2024-01-23,14623,7285,7338
가정(루원시티),2024-01-23,20347,10462,9885
가정중앙시장,2024-01-23,10095,4896,5199
석남(거북시장),2024-01-23,5174,2529,2645
서부여성회관,2024-01-23,6945,3530,3415
인천가좌,2024-01-23,7444,3730,3714
가재울,2024-01-23,7434,3816,3618
주안국가산단,2024-01-23,5479,2732,2747
주안,2024-01-23,12946,5425,7521
시민공원(문화창작지대),2024-01-23,17761,9075,8686
석바위시장,2024-01-23,7918,3856,4062
인천시청,2024-01-23,5632,2684,2948
석천사거리,2024-01-23,8191,4208,3983
모래내시장,2024-01-23,12645,6145,6500
만수,2024-01-23,8507,4344,4163
남동구청,2024-01-23,7513,3884,3629
인천대공원,2024-01-23,2668,1357,1311
운연(서창),2024-01-23,1879,997,882
검단오류(검단산업단지),2024-01-24,5758,2816,2942
왕길,2024-01-24,4528,2260,2268
검단사거리,2024-01-24,14475,7503,6972
마전,2024-01-24,7701,3738,3963
완정,2024-01-24,13887,7157,6730
독정,2024-01-24,7471,3721,3750
검암,2024-01-24,8128,4344,3784
검바위,2024-01-24,5113,2490,2623
아시아드경기장(공촌사거리),2024-01-24,8537,4538,3999
서구청,2024-01-24,15371,7602,7769
가정(루원시티),2024-01-24,21145,10881,10264
가정중앙시장,2024-01-24,10999,5303,5696
석남(거북시장),2024-01-24,5494,2657,2837
서부여성회관,2024-01-24,7649,3854,3795
인천가좌,2024-01-24,7655,3848,3807
가재울,2024-01-24,7667,3911,3756
주안국가산단,2024-01-24,5560,2744,2816
주안,2024-01-24,13590,5782,7808
시민공원(문화창작지대),2024-01-24,18749,9571,9178
석바위시장,2024-01-24,8315,4032,4283
인천시청,2024-01-24,6057,2948,3109
석천사거리,2024-01-24,8712,4485,4227
모래내시장,2024-01-24,14147,6858,7289
만수,2024-01-24,9287,4767,4520
남동구청,2024-01-24,7961,4108,3853
인천대공원,2024-01-24,2947,1536,1411
운연(서창),2024-01-24,2035,1046,989
검단오류(검단산업단지),2024-01-25,5918,2888,3030
왕길,2024-01-25,4797,2405,2392
검단사거리,2024-01-25,15330,7992,7338
마전,2024-01-25,7761,3789,3972
완정,2024-01-25,14256,7364,6892
독정,2024-01-25,7752,3867,3885
검암,2024-01-25,8319,4520,3799
검바위,2024-01-25,5586,2636,2950
아시아드경기장(공촌사거리),2024-01-25,8464,4542,3922
서구청,2024-01-25,16726,8347,8379
가정(루원시티),2024-01-25,22044,11355,10689
가정중앙시장,2024-01-25,11922,5807,6115
석남(거북시장),2024-01-25,5653,2768,2885
서부여성회관,2024-01-25,8321,4178,4143
인천가좌,2024-01-25,7810,3913,3897
가재울,2024-01-25,7791,3978,3813
주안국가산단,2024-01-25,5641,2806,2835
주안,2024-01-25,14006,6006,8000
시민공원(문화창작지대),2024-01-25,18957,9648,9309
석바위시장,2024-01-25,8788,4253,4535
인천시청,2024-01-25,6399,3053,3346
석천사거리,2024-01-25,9208,4736,4472
모래내시장,2024-01-25,14957,7303,7654
만수,2024-01-25,9789,5027,4762
남동구청,2024-01-25,8497,4432,4065
인천대공원,2024-01-25,3443,1736,1707
운연(서창),2024-01-25,2162,1163,999
검단오류(검단산업단지),2024-01-26,5898,2927,2971
왕길,2024-01-26,4843,2475,2368
검단사거리,2024-01-26,16482,8585,7897
마전,2024-01-26,7935,3922,4013
완정,2024-01-26,15194,7879,7315
독정,2024-01-26,8148,4094,4054
검암,2024-01-26,8568,4624,3944
검바위,2024-01-26,5372,2632,2740
아시아드경기장(공촌사거리),2024-01-26,8498,4580,3918
서구청,2024-01-26,17508,8637,8871
가정(루원시티),2024-01-26,22889,11847,11042
가정중앙시장,2024-01-26,12817,6251,6566
석남(거북시장),2024-01-26,6108,2992,3116
서부여성회관,2024-01-26,8653,4421,4232
인천가좌,2024-01-26,8162,4157,4005
가재울,2024-01-26,8382,4330,4052
주안국가산단,2024-01-26,5628,2783,2845
주안,2024-01-26,15492,6509,8983
시민공원(문화창작지대),2024-01-26,19922,10199,9723
석바위시장,2024-01-26,9133,4439,4694
인천시청,2024-01-26,6647,3238,3409
석천사거리,2024-01-26,9478,4925,4553
모래내시장,2024-01-26,16613,7988,8625
만수,2024-01-26,10368,5362,5006
남동구청,2024-01-26,8909,4664,4245
인천대공원,2024-01-26,4275,2204,2071
운연(서창),2024-01-26,2409,1297,1112
검단오류(검단산업단지),2024-01-27,1897,1055,842
왕길,2024-01-27,3029,1555,1474
검단사거리,2024-01-27,12977,6760,6217
마전,2024-01-27,5659,2797,2862
완정,2024-01-27,10450,5498,4952
독정,2024-01-27,5968,2953,3015
검암,2024-01-27,5403,2881,2522
검바위,2024-01-27,3957,1934,2023
아시아드경기장(공촌사거리),2024-01-27,6367,3353,3014
서구청,2024-01-27,10892,5421,5471
가정(루원시티),2024-01-27,14504,7513,6991
가정중앙시장,2024-01-27,10304,5098,5206
석남(거북시장),2024-01-27,4601,2226,2375
서부여성회관,2024-01-27,6072,3103,2969
인천가좌,2024-01-27,4673,2348,2325
가재울,2024-01-27,4445,2263,2182
주안국가산단,2024-01-27,1483,734,749
주안,2024-01-27,12633,5068,7565
시민공원(문화창작지대),2024-01-27,14371,7395,6976
석바위시장,2024-01-27,6630,3221,3409
인천시청,2024-01-27,4550,2121,2429
석천사거리,2024-01-27,6073,3202,2871
모래내시장,2024-01-27,13575,6634,6941
만수,2024-01-27,7584,3914,3670
남동구청,2024-01-27,5621,2862,2759
인천대공원,2024-01-27,5116,2598,2518
운연(서창),2024-01-27,1636,875,761
검단오류(검단산업단지),2024-01-28,1298,639,659
왕길,2024-01-28,1991,997,994
검단사거리,2024-01-28,9607,4792,4815
마전,2024-01-28,4016,1922,2094
완정,2024-01-28,7004,3473,3531
독정,2024-01-28,3811,1871,1940
검암,2024-01-28,3977,2061,1916
검바위,2024-01-28,2743,1303,1440
아시아드경기장(공촌사거리),2024-01-28,4892,2511,2381
서구청,2024-01-28,7868,3942,3926
가정(루원시티),2024-01-28,10060,5027,5033
가정중앙시장,2024-01-28,7509,3677,3832
석남(거북시장),2024-01-28,3326,1563,1763
서부여성회관,2024-01-28,4887,2504,2383
인천가좌,2024-01-28,3287,1586,1701
가재울,2024-01-28,3400,1723,1677
주안국가산단,2024-01-28,745,373,372
주안,2024-01-28,9001,3726,5275
시민공원(문화창작지대),2024-01-28,10753,5523,5230
석바위시장,2024-01-28,5089,2455,2634
인천시청,2024-01-28,3318,1540,1778
석천사거리,2024-01-28,4669,2457,2212
모래내시장,2024-01-28,10811,5292,5519
만수,2024-01-28,5756,2923,2833
남동구청,2024-01-28,4128,2117,2011
인천대공원,2024-01-28,4761,2454,2307
운연(서창),2024-01-28,1290,682,608
검단오류(검단산업단지),2024-01-29,6025,2961,3064
왕길,2024-01-29,4778,2442,2336
검단사거리,2024-01-29,15645,8095,7550
