역명,일자, 이용인원 , 승차인원 , 하차인원 
마전,2024-01-29,7959,3897,4062
완정,2024-01-29,14568,7437,7131
독정,2024-01-29,8131,4072,4059
검암,2024-01-29,8487,4609,3878
검바위,2024-01-29,6364,3070,3294
아시아드경기장(공촌사거리),2024-01-29,8434,4514,3920
서구청,2024-01-29,16257,8073,8184
가정(루원시티),2024-01-29,22215,11436,10779
가정중앙시장,2024-01-29,12202,5931,6271
석남(거북시장),2024-01-29,5932,2893,3039
서부여성회관,2024-01-29,7845,3983,3862
인천가좌,2024-01-29,8071,4077,3994
가재울,2024-01-29,8033,4141,3892
주안국가산단,2024-01-29,5745,2811,2934
주안,2024-01-29,14378,6136,8242
시민공원(문화창작지대),2024-01-29,19343,9911,9432
석바위시장,2024-01-29,8755,4256,4499
인천시청,2024-01-29,6173,2981,3192
석천사거리,2024-01-29,9002,4704,4298
모래내시장,2024-01-29,15716,7633,8083
만수,2024-01-29,9616,4987,4629
남동구청,2024-01-29,8468,4395,4073
인천대공원,2024-01-29,4111,2128,1983
운연(서창),2024-01-29,2268,1202,1066
검단오류(검단산업단지),2024-01-30,6002,2985,3017
왕길,2024-01-30,4910,2489,2421
검단사거리,2024-01-30,15720,8146,7574
마전,2024-01-30,8152,3973,4179
완정,2024-01-30,14817,7681,7136
독정,2024-01-30,8124,4054,4070
검암,2024-01-30,8723,4679,4044
검바위,2024-01-30,6035,2910,3125
아시아드경기장(공촌사거리),2024-01-30,8573,4587,3986
서구청,2024-01-30,16709,8247,8462
가정(루원시티),2024-01-30,22391,11515,10876
가정중앙시장,2024-01-30,12623,6101,6522
석남(거북시장),2024-01-30,6041,2965,3076
서부여성회관,2024-01-30,7927,4027,3900
인천가좌,2024-01-30,8173,4074,4099
가재울,2024-01-30,8299,4260,4039
주안국가산단,2024-01-30,5819,2867,2952
주안,2024-01-30,14592,6225,8367
시민공원(문화창작지대),2024-01-30,19637,9973,9664
석바위시장,2024-01-30,8989,4347,4642
인천시청,2024-01-30,6434,3135,3299
석천사거리,2024-01-30,9125,4764,4361
모래내시장,2024-01-30,15911,7772,8139
만수,2024-01-30,9693,4969,4724
남동구청,2024-01-30,8602,4427,4175
인천대공원,2024-01-30,4602,2337,2265
운연(서창),2024-01-30,2366,1248,1118
검단오류(검단산업단지),2024-01-31,6039,2975,3064
왕길,2024-01-31,4796,2429,2367
검단사거리,2024-01-31,15826,8278,7548
마전,2024-01-31,8084,3970,4114
완정,2024-01-31,14783,7576,7207
독정,2024-01-31,8304,4160,4144
검암,2024-01-31,8655,4651,4004
검바위,2024-01-31,6068,2945,3123
아시아드경기장(공촌사거리),2024-01-31,8869,4707,4162
서구청,2024-01-31,16787,8272,8515
가정(루원시티),2024-01-31,22690,11731,10959
가정중앙시장,2024-01-31,12737,6195,6542
석남(거북시장),2024-01-31,6075,2954,3121
서부여성회관,2024-01-31,8434,4273,4161
인천가좌,2024-01-31,8213,4134,4079
가재울,2024-01-31,8421,4324,4097
주안국가산단,2024-01-31,5857,2892,2965
주안,2024-01-31,14619,6297,8322
시민공원(문화창작지대),2024-01-31,19879,10171,9708
석바위시장,2024-01-31,8910,4339,4571
인천시청,2024-01-31,6664,3242,3422
석천사거리,2024-01-31,9175,4732,4443
모래내시장,2024-01-31,15912,7664,8248
만수,2024-01-31,9817,5046,4771
남동구청,2024-01-31,8744,4548,4196
인천대공원,2024-01-31,4574,2341,2233
운연(서창),2024-01-31,2376,1256,1120
검단오류(검단산업단지),2024-02-01,6015,2969,3046
왕길,2024-02-01,4987,2504,2483
검단사거리,2024-02-01,15768,8217,7551
마전,2024-02-01,8109,3970,4139
완정,2024-02-01,14809,7652,7157
독정,2024-02-01,8376,4184,4192
검암,2024-02-01,8759,4767,3992
검바위,2024-02-01,6224,3038,3186
아시아드경기장(공촌사거리),2024-02-01,8598,4559,4039
서구청,2024-02-01,16461,8149,8312
가정(루원시티),2024-02-01,22657,11696,10961
가정중앙시장,2024-02-01,12368,6025,6343
석남(거북시장),2024-02-01,5979,2904,3075
서부여성회관,2024-02-01,8121,4072,4049
인천가좌,2024-02-01,8171,4098,4073
가재울,2024-02-01,8169,4209,3960
주안국가산단,2024-02-01,5687,2774,2913
주안,2024-02-01,14770,6282,8488
시민공원(문화창작지대),2024-02-01,19688,10090,9598
석바위시장,2024-02-01,8762,4279,4483
인천시청,2024-02-01,6708,3196,3512
석천사거리,2024-02-01,9341,4870,4471
모래내시장,2024-02-01,15841,7687,8154
만수,2024-02-01,9728,5001,4727
남동구청,2024-02-01,8653,4474,4179
인천대공원,2024-02-01,4514,2266,2248
운연(서창),2024-02-01,2334,1238,1096
검단오류(검단산업단지),2024-02-02,5934,2911,3023
왕길,2024-02-02,4994,2581,2413
검단사거리,2024-02-02,17113,8875,8238
마전,2024-02-02,8319,4128,4191
완정,2024-02-02,15246,7950,7296
독정,2024-02-02,8467,4280,4187
검암,2024-02-02,8771,4810,3961
검바위,2024-02-02,6689,3204,3485
아시아드경기장(공촌사거리),2024-02-02,8958,4786,4172
서구청,2024-02-02,17158,8463,8695
가정(루원시티),2024-02-02,23274,12045,11229
가정중앙시장,2024-02-02,13142,6435,6707
석남(거북시장),2024-02-02,6417,3104,3313
서부여성회관,2024-02-02,8764,4406,4358
인천가좌,2024-02-02,8374,4237,4137
가재울,2024-02-02,8560,4359,4201
주안국가산단,2024-02-02,5672,2752,2920
주안,2024-02-02,15256,6450,8806
시민공원(문화창작지대),2024-02-02,20021,10290,9731
석바위시장,2024-02-02,9235,4488,4747
인천시청,2024-02-02,6478,3092,3386
석천사거리,2024-02-02,9305,4888,4417
모래내시장,2024-02-02,16473,7979,8494
만수,2024-02-02,10117,5245,4872
남동구청,2024-02-02,8826,4610,4216
인천대공원,2024-02-02,4445,2281,2164
운연(서창),2024-02-02,2389,1287,1102
검단오류(검단산업단지),2024-02-03,2131,1133,998
왕길,2024-02-03,3038,1588,1450
검단사거리,2024-02-03,12778,6614,6164
마전,2024-02-03,5659,2847,2812
완정,2024-02-03,9821,5179,4642
독정,2024-02-03,5963,2987,2976
검암,2024-02-03,5405,2918,2487
검바위,2024-02-03,3817,1853,1964
아시아드경기장(공촌사거리),2024-02-03,6252,3267,2985
서구청,2024-02-03,10898,5444,5454
가정(루원시티),2024-02-03,13999,7277,6722
가정중앙시장,2024-02-03,10352,5081,5271
석남(거북시장),2024-02-03,4460,2143,2317
서부여성회관,2024-02-03,5998,3050,2948
인천가좌,2024-02-03,4544,2298,2246
가재울,2024-02-03,4596,2359,2237
주안국가산단,2024-02-03,1429,693,736
주안,2024-02-03,11787,4692,7095
시민공원(문화창작지대),2024-02-03,13872,7108,6764
석바위시장,2024-02-03,6745,3269,3476
인천시청,2024-02-03,4710,2251,2459
석천사거리,2024-02-03,6205,3225,2980
모래내시장,2024-02-03,13449,6562,6887
만수,2024-02-03,7411,3785,3626
남동구청,2024-02-03,5447,2816,2631
인천대공원,2024-02-03,4530,2304,2226
운연(서창),2024-02-03,1635,864,771
검단오류(검단산업단지),2024-02-04,1303,651,652
왕길,2024-02-04,2016,1018,998
검단사거리,2024-02-04,9586,4756,4830
마전,2024-02-04,4148,1976,2172
완정,2024-02-04,7308,3664,3644
독정,2024-02-04,4582,2268,2314
검암,2024-02-04,3878,2047,1831
검바위,2024-02-04,2914,1385,1529
아시아드경기장(공촌사거리),2024-02-04,5027,2706,2321
서구청,2024-02-04,8096,4010,4086
가정(루원시티),2024-02-04,10352,5251,5101
가정중앙시장,2024-02-04,7859,3856,4003
석남(거북시장),2024-02-04,3490,1623,1867
서부여성회관,2024-02-04,5016,2549,2467
인천가좌,2024-02-04,3321,1677,1644
가재울,2024-02-04,3534,1790,1744
주안국가산단,2024-02-04,805,402,403
주안,2024-02-04,9237,3801,5436
시민공원(문화창작지대),2024-02-04,10892,5605,5287
석바위시장,2024-02-04,5328,2556,2772
인천시청,2024-02-04,3536,1687,1849
석천사거리,2024-02-04,4809,2532,2277
모래내시장,2024-02-04,10986,5436,5550
만수,2024-02-04,5878,3079,2799
남동구청,2024-02-04,4278,2262,2016
인천대공원,2024-02-04,5204,2600,2604
운연(서창),2024-02-04,1231,629,602
검단오류(검단산업단지),2024-02-05,5750,2823,2927
왕길,2024-02-05,4741,2380,2361
검단사거리,2024-02-05,14913,7779,7134
마전,2024-02-05,7900,3808,4092
완정,2024-02-05,14078,7219,6859
독정,2024-02-05,7826,3915,3911
검암,2024-02-05,8486,4602,3884
검바위,2024-02-05,5558,2711,2847
아시아드경기장(공촌사거리),2024-02-05,8109,4334,3775
서구청,2024-02-05,15324,7675,7649
가정(루원시티),2024-02-05,21569,10999,10570
가정중앙시장,2024-02-05,11439,5482,5957
석남(거북시장),2024-02-05,5538,2703,2835
서부여성회관,2024-02-05,7194,3676,3518
인천가좌,2024-02-05,7986,4034,3952
가재울,2024-02-05,7910,4008,3902
주안국가산단,2024-02-05,5847,2919,2928
주안,2024-02-05,13935,5979,7956
시민공원(문화창작지대),2024-02-05,18869,9657,9212
석바위시장,2024-02-05,8567,4160,4407
인천시청,2024-02-05,6147,2970,3177
석천사거리,2024-02-05,8907,4611,4296
모래내시장,2024-02-05,13955,6820,7135
만수,2024-02-05,8845,4520,4325
남동구청,2024-02-05,8055,4176,3879
인천대공원,2024-02-05,2513,1285,1228
운연(서창),2024-02-05,2040,1093,947
검단오류(검단산업단지),2024-02-06,6000,2961,3039
왕길,2024-02-06,4974,2511,2463
검단사거리,2024-02-06,16166,8363,7803
마전,2024-02-06,8239,4005,4234
완정,2024-02-06,14781,7666,7115
독정,2024-02-06,8418,4209,4209
검암,2024-02-06,8664,4717,3947
검바위,2024-02-06,5766,2729,3037
아시아드경기장(공촌사거리),2024-02-06,8998,4774,4224
서구청,2024-02-06,16863,8367,8496
가정(루원시티),2024-02-06,22497,11648,10849
가정중앙시장,2024-02-06,13239,6493,6746
석남(거북시장),2024-02-06,5986,2943,3043
서부여성회관,2024-02-06,7952,4101,3851
인천가좌,2024-02-06,8547,4284,4263
가재울,2024-02-06,8289,4285,4004
주안국가산단,2024-02-06,5837,2876,2961
주안,2024-02-06,14728,6362,8366
시민공원(문화창작지대),2024-02-06,19776,10139,9637
석바위시장,2024-02-06,9357,4501,4856
인천시청,2024-02-06,6858,3187,3671
석천사거리,2024-02-06,9343,4877,4466
모래내시장,2024-02-06,16503,8015,8488
만수,2024-02-06,9776,5040,4736
남동구청,2024-02-06,8715,4503,4212
인천대공원,2024-02-06,3681,1872,1809
운연(서창),2024-02-06,2297,1209,1088
검단오류(검단산업단지),2024-02-07,5878,2925,2953
왕길,2024-02-07,4943,2501,2442
검단사거리,2024-02-07,16148,8460,7688
마전,2024-02-07,8202,4066,4136
완정,2024-02-07,14796,7615,7181
독정,2024-02-07,8710,4321,4389
검암,2024-02-07,8693,4688,4005
검바위,2024-02-07,5948,2905,3043
아시아드경기장(공촌사거리),2024-02-07,9017,4778,4239
서구청,2024-02-07,16539,8219,8320
가정(루원시티),2024-02-07,22672,11646,11026
가정중앙시장,2024-02-07,13603,6586,7017
석남(거북시장),2024-02-07,6180,3010,3170
서부여성회관,2024-02-07,8184,4104,4080
인천가좌,2024-02-07,8505,4253,4252
가재울,2024-02-07,8529,4308,4221
주안국가산단,2024-02-07,5823,2825,2998
주안,2024-02-07,15110,6376,8734
시민공원(문화창작지대),2024-02-07,19785,10081,9704
석바위시장,2024-02-07,9384,4546,4838
인천시청,2024-02-07,6759,3221,3538
석천사거리,2024-02-07,9309,4878,4431
모래내시장,2024-02-07,16929,8164,8765
만수,2024-02-07,9776,5097,4679
남동구청,2024-02-07,8993,4623,4370
인천대공원,2024-02-07,3934,2038,1896
운연(서창),2024-02-07,2377,1279,1098
검단오류(검단산업단지),2024-02-08,5105,2511,2594
왕길,2024-02-08,4562,2299,2263
검단사거리,2024-02-08,16506,8665,7841
마전,2024-02-08,7761,3817,3944
완정,2024-02-08,14422,7579,6843
독정,2024-02-08,8163,4109,4054
검암,2024-02-08,8057,4425,3632
검바위,2024-02-08,5072,2484,2588
아시아드경기장(공촌사거리),2024-02-08,8208,4425,3783
서구청,2024-02-08,16466,8173,8293
가정(루원시티),2024-02-08,21080,10975,10105
가정중앙시장,2024-02-08,14552,6960,7592
석남(거북시장),2024-02-08,5937,2867,3070
서부여성회관,2024-02-08,8263,4231,4032
인천가좌,2024-02-08,7584,3802,3782
가재울,2024-02-08,7834,4021,3813
주안국가산단,2024-02-08,5199,2560,2639
주안,2024-02-08,15002,6321,8681
시민공원(문화창작지대),2024-02-08,18806,9670,9136
석바위시장,2024-02-08,8893,4283,4610
인천시청,2024-02-08,6210,2965,3245
석천사거리,2024-02-08,8846,4568,4278
모래내시장,2024-02-08,17219,8295,8924
만수,2024-02-08,9739,5046,4693
남동구청,2024-02-08,8526,4460,4066
인천대공원,2024-02-08,3910,1989,1921
운연(서창),2024-02-08,2209,1162,1047
검단오류(검단산업단지),2024-02-09,1568,941,627
왕길,2024-02-09,1709,871,838
검단사거리,2024-02-09,9585,5010,4575
마전,2024-02-09,3428,1585,1843
완정,2024-02-09,5944,3121,2823
독정,2024-02-09,3980,1990,1990
검암,2024-02-09,3247,1769,1478
검바위,2024-02-09,2613,1300,1313
아시아드경기장(공촌사거리),2024-02-09,4273,2290,1983
서구청,2024-02-09,6674,3334,3340
가정(루원시티),2024-02-09,7905,4110,3795
가정중앙시장,2024-02-09,8534,4076,4458
석남(거북시장),2024-02-09,3064,1481,1583
서부여성회관,2024-02-09,4451,2271,2180
인천가좌,2024-02-09,3022,1500,1522
가재울,2024-02-09,2766,1396,1370
주안국가산단,2024-02-09,616,324,292
주안,2024-02-09,7731,3275,4456
시민공원(문화창작지대),2024-02-09,7647,3911,3736
석바위시장,2024-02-09,3744,1783,1961
인천시청,2024-02-09,2605,1203,1402
석천사거리,2024-02-09,3495,1769,1726
모래내시장,2024-02-09,9901,4799,5102
만수,2024-02-09,4897,2524,2373
남동구청,2024-02-09,3600,1835,1765
인천대공원,2024-02-09,3012,1554,1458
운연(서창),2024-02-09,975,513,462
검단오류(검단산업단지),2024-02-10,1282,671,611
왕길,2024-02-10,1265,654,611
검단사거리,2024-02-10,8384,4228,4156
마전,2024-02-10,2869,1460,1409
완정,2024-02-10,4668,2412,2256
독정,2024-02-10,3171,1594,1577
검암,2024-02-10,2590,1470,1120
검바위,2024-02-10,2175,1070,1105
아시아드경기장(공촌사거리),2024-02-10,3483,1868,1615
서구청,2024-02-10,5009,2474,2535
가정(루원시티),2024-02-10,6457,3264,3193
가정중앙시장,2024-02-10,5345,2613,2732
석남(거북시장),2024-02-10,2583,1222,1361
서부여성회관,2024-02-10,4097,2098,1999
인천가좌,2024-02-10,2811,1464,1347
가재울,2024-02-10,2346,1184,1162
주안국가산단,2024-02-10,396,205,191
주안,2024-02-10,7513,3029,4484
시민공원(문화창작지대),2024-02-10,6506,3371,3135
석바위시장,2024-02-10,2606,1275,1331
인천시청,2024-02-10,2089,953,1136
석천사거리,2024-02-10,2918,1543,1375
모래내시장,2024-02-10,5474,2682,2792
만수,2024-02-10,3992,2054,1938
남동구청,2024-02-10,2949,1544,1405
인천대공원,2024-02-10,2748,1404,1344
운연(서창),2024-02-10,901,459,442
검단오류(검단산업단지),2024-02-11,1371,704,667
왕길,2024-02-11,1570,812,758
검단사거리,2024-02-11,9748,4826,4922
마전,2024-02-11,3370,1623,1747
완정,2024-02-11,6345,3255,3090
독정,2024-02-11,3558,1789,1769
검암,2024-02-11,3345,1828,1517
검바위,2024-02-11,2538,1238,1300
아시아드경기장(공촌사거리),2024-02-11,4222,2278,1944
서구청,2024-02-11,6584,3165,3419
가정(루원시티),2024-02-11,9006,4557,4449
가정중앙시장,2024-02-11,6080,3114,2966
석남(거북시장),2024-02-11,3147,1490,1657
서부여성회관,2024-02-11,4801,2511,2290
인천가좌,2024-02-11,3225,1638,1587
가재울,2024-02-11,2920,1486,1434
주안국가산단,2024-02-11,450,208,242
주안,2024-02-11,8619,3433,5186
시민공원(문화창작지대),2024-02-11,9211,4691,4520
석바위시장,2024-02-11,3671,1783,1888
인천시청,2024-02-11,2830,1344,1486
석천사거리,2024-02-11,4032,2163,1869
모래내시장,2024-02-11,8157,4020,4137
만수,2024-02-11,5227,2731,2496
남동구청,2024-02-11,3730,1945,1785
인천대공원,2024-02-11,4842,2409,2433
운연(서창),2024-02-11,1058,588,470
검단오류(검단산업단지),2024-02-12,1439,653,786
왕길,2024-02-12,1953,1005,948
검단사거리,2024-02-12,9844,4832,5012
마전,2024-02-12,4217,2069,2148
완정,2024-02-12,6797,3417,3380
독정,2024-02-12,4249,2106,2143
검암,2024-02-12,3843,2047,1796
검바위,2024-02-12,2786,1327,1459
아시아드경기장(공촌사거리),2024-02-12,4350,2315,2035
서구청,2024-02-12,6981,3477,3504
가정(루원시티),2024-02-12,9699,4938,4761
가정중앙시장,2024-02-12,6596,3200,3396
석남(거북시장),2024-02-12,3382,1613,1769
서부여성회관,2024-02-12,4242,2186,2056
인천가좌,2024-02-12,3632,1825,1807
가재울,2024-02-12,3138,1566,1572
주안국가산단,2024-02-12,748,363,385
주안,2024-02-12,9122,3817,5305
시민공원(문화창작지대),2024-02-12,9642,4945,4697
석바위시장,2024-02-12,4323,2145,2178
인천시청,2024-02-12,3243,1499,1744
석천사거리,2024-02-12,4633,2499,2134
모래내시장,2024-02-12,9164,4515,4649
만수,2024-02-12,5601,2880,2721
남동구청,2024-02-12,3912,2012,1900
인천대공원,2024-02-12,6254,3145,3109
운연(서창),2024-02-12,1307,701,606
검단오류(검단산업단지),2024-02-13,5434,2675,2759
왕길,2024-02-13,4574,2314,2260
검단사거리,2024-02-13,15726,8129,7597
마전,2024-02-13,7825,3848,3977
완정,2024-02-13,14158,7249,6909
독정,2024-02-13,7802,3893,3909
검암,2024-02-13,8091,4274,3817
검바위,2024-02-13,5104,2428,2676
아시아드경기장(공촌사거리),2024-02-13,8249,4398,3851
서구청,2024-02-13,16230,8064,8166
가정(루원시티),2024-02-13,20805,10683,10122
가정중앙시장,2024-02-13,11598,5673,5925
석남(거북시장),2024-02-13,5801,2827,2974
서부여성회관,2024-02-13,7638,3855,3783
인천가좌,2024-02-13,7893,3969,3924
가재울,2024-02-13,7897,4045,3852
주안국가산단,2024-02-13,4915,2406,2509
주안,2024-02-13,14555,6232,8323
시민공원(문화창작지대),2024-02-13,19066,9749,9317
석바위시장,2024-02-13,8607,4235,4372
인천시청,2024-02-13,6238,2995,3243
석천사거리,2024-02-13,8843,4637,4206
모래내시장,2024-02-13,14850,7217,7633
만수,2024-02-13,9364,4810,4554
남동구청,2024-02-13,8266,4286,3980
인천대공원,2024-02-13,4891,2472,2419
운연(서창),2024-02-13,2245,1210,1035
검단오류(검단산업단지),2024-02-14,6058,3009,3049
왕길,2024-02-14,4988,2563,2425
검단사거리,2024-02-14,16674,8663,8011
마전,2024-02-14,8571,4189,4382
완정,2024-02-14,15045,7718,7327
독정,2024-02-14,8730,4354,4376
검암,2024-02-14,8770,4730,4040
검바위,2024-02-14,5507,2636,2871
아시아드경기장(공촌사거리),2024-02-14,9099,4805,4294
서구청,2024-02-14,16520,8190,8330
가정(루원시티),2024-02-14,23141,12033,11108
가정중앙시장,2024-02-14,12328,5963,6365
석남(거북시장),2024-02-14,6228,3009,3219
서부여성회관,2024-02-14,8321,4206,4115
인천가좌,2024-02-14,8603,4349,4254
가재울,2024-02-14,8309,4239,4070
주안국가산단,2024-02-14,5833,2883,2950
주안,2024-02-14,15668,6630,9038
시민공원(문화창작지대),2024-02-14,20330,10352,9978
석바위시장,2024-02-14,8856,4308,4548
인천시청,2024-02-14,6837,3249,3588
석천사거리,2024-02-14,9577,5006,4571
모래내시장,2024-02-14,15463,7581,7882
만수,2024-02-14,9995,5099,4896
남동구청,2024-02-14,9017,4669,4348
인천대공원,2024-02-14,5082,2559,2523
운연(서창),2024-02-14,2488,1338,1150
검단오류(검단산업단지),2024-02-15,5796,2855,2941
왕길,2024-02-15,4713,2409,2304
검단사거리,2024-02-15,14925,7758,7167
마전,2024-02-15,7890,3847,4043
완정,2024-02-15,13957,7228,6729
독정,2024-02-15,7667,3825,3842
검암,2024-02-15,8385,4561,3824
검바위,2024-02-15,5139,2504,2635
아시아드경기장(공촌사거리),2024-02-15,8304,4391,3913
서구청,2024-02-15,15625,7696,7929
가정(루원시티),2024-02-15,21790,11242,10548
가정중앙시장,2024-02-15,10919,5279,5640
석남(거북시장),2024-02-15,5473,2644,2829
서부여성회관,2024-02-15,7574,3835,3739
인천가좌,2024-02-15,7964,4010,3954
가재울,2024-02-15,7757,4000,3757
주안국가산단,2024-02-15,5761,2805,2956
주안,2024-02-15,14450,6093,8357
시민공원(문화창작지대),2024-02-15,19120,9817,9303
석바위시장,2024-02-15,8330,4086,4244
인천시청,2024-02-15,6271,2980,3291
석천사거리,2024-02-15,8854,4627,4227
모래내시장,2024-02-15,13520,6559,6961
만수,2024-02-15,9077,4639,4438
남동구청,2024-02-15,8078,4213,3865
인천대공원,2024-02-15,2773,1423,1350
운연(서창),2024-02-15,2149,1132,1017
검단오류(검단산업단지),2024-02-16,5889,2894,2995
왕길,2024-02-16,4977,2562,2415
검단사거리,2024-02-16,17079,8908,8171
마전,2024-02-16,8494,4204,4290
완정,2024-02-16,15512,8068,7444
독정,2024-02-16,8423,4199,4224
검암,2024-02-16,8977,4924,4053
검바위,2024-02-16,5429,2656,2773
아시아드경기장(공촌사거리),2024-02-16,8797,4712,4085
서구청,2024-02-16,17512,8586,8926
가정(루원시티),2024-02-16,23911,12412,11499
가정중앙시장,2024-02-16,12733,6243,6490
석남(거북시장),2024-02-16,6303,3040,3263
서부여성회관,2024-02-16,8881,4476,4405
인천가좌,2024-02-16,8351,4165,4186
가재울,2024-02-16,8524,4406,4118
주안국가산단,2024-02-16,5797,2843,2954
주안,2024-02-16,16569,6908,9661
시민공원(문화창작지대),2024-02-16,20691,10575,10116
석바위시장,2024-02-16,9257,4485,4772
인천시청,2024-02-16,6954,3347,3607
석천사거리,2024-02-16,9770,5114,4656
모래내시장,2024-02-16,16552,8078,8474
만수,2024-02-16,10377,5316,5061
남동구청,2024-02-16,8959,4668,4291
인천대공원,2024-02-16,4945,2539,2406
운연(서창),2024-02-16,2525,1346,1179
검단오류(검단산업단지),2024-02-17,2144,1180,964
왕길,2024-02-17,3213,1640,1573
검단사거리,2024-02-17,13668,7067,6601
마전,2024-02-17,6176,3090,3086
완정,2024-02-17,10876,5654,5222
독정,2024-02-17,6417,3292,3125
검암,2024-02-17,5814,3158,2656
검바위,2024-02-17,4009,1946,2063
아시아드경기장(공촌사거리),2024-02-17,6687,3528,3159
서구청,2024-02-17,11303,5559,5744
가정(루원시티),2024-02-17,15484,7951,7533
가정중앙시장,2024-02-17,10664,5284,5380
석남(거북시장),2024-02-17,4655,2245,2410
서부여성회관,2024-02-17,6249,3176,3073
인천가좌,2024-02-17,4907,2495,2412
가재울,2024-02-17,4895,2515,2380
주안국가산단,2024-02-17,1475,733,742
주안,2024-02-17,13527,5451,8076
시민공원(문화창작지대),2024-02-17,15270,7773,7497
석바위시장,2024-02-17,7019,3405,3614
인천시청,2024-02-17,4593,2169,2424
석천사거리,2024-02-17,6713,3529,3184
모래내시장,2024-02-17,13944,6840,7104
만수,2024-02-17,7992,4112,3880
남동구청,2024-02-17,5952,3098,2854
인천대공원,2024-02-17,6381,3224,3157
운연(서창),2024-02-17,1766,926,840
검단오류(검단산업단지),2024-02-18,1206,609,597
왕길,2024-02-18,1843,902,941
검단사거리,2024-02-18,9250,4653,4597
마전,2024-02-18,4254,1999,2255
완정,2024-02-18,7012,3550,3462
독정,2024-02-18,4105,1964,2141
검암,2024-02-18,4069,2141,1928
검바위,2024-02-18,2927,1385,1542
아시아드경기장(공촌사거리),2024-02-18,4893,2581,2312
서구청,2024-02-18,7380,3653,3727
가정(루원시티),2024-02-18,10049,5054,4995
가정중앙시장,2024-02-18,6975,3393,3582
석남(거북시장),2024-02-18,3179,1468,1711
서부여성회관,2024-02-18,4997,2543,2454
인천가좌,2024-02-18,3118,1569,1549
가재울,2024-02-18,3273,1675,1598
주안국가산단,2024-02-18,716,352,364
주안,2024-02-18,8842,3533,5309
시민공원(문화창작지대),2024-02-18,10515,5320,5195
석바위시장,2024-02-18,4972,2416,2556
인천시청,2024-02-18,3469,1634,1835
석천사거리,2024-02-18,4748,2444,2304
모래내시장,2024-02-18,9481,4625,4856
만수,2024-02-18,5624,2898,2726
남동구청,2024-02-18,4471,2316,2155
인천대공원,2024-02-18,4293,2131,2162
운연(서창),2024-02-18,1206,652,554
검단오류(검단산업단지),2024-02-19,5744,2808,2936
왕길,2024-02-19,4666,2372,2294
검단사거리,2024-02-19,15318,7884,7434
마전,2024-02-19,7652,3716,3936
완정,2024-02-19,14146,7330,6816
독정,2024-02-19,7623,3818,3805
검암,2024-02-19,8362,4502,3860
검바위,2024-02-19,5419,2627,2792
아시아드경기장(공촌사거리),2024-02-19,8208,4345,3863
서구청,2024-02-19,15790,7823,7967
가정(루원시티),2024-02-19,21526,11115,10411
가정중앙시장,2024-02-19,11181,5428,5753
석남(거북시장),2024-02-19,5754,2815,2939
서부여성회관,2024-02-19,7450,3775,3675
인천가좌,2024-02-19,8033,4053,3980
가재울,2024-02-19,7877,4008,3869
주안국가산단,2024-02-19,5686,2800,2886
주안,2024-02-19,14111,5945,8166
시민공원(문화창작지대),2024-02-19,18999,9795,9204
석바위시장,2024-02-19,8350,4031,4319
인천시청,2024-02-19,6151,2922,3229
석천사거리,2024-02-19,9250,4818,4432
모래내시장,2024-02-19,13848,6732,7116
만수,2024-02-19,9294,4775,4519
남동구청,2024-02-19,8109,4267,3842
인천대공원,2024-02-19,2887,1455,1432
운연(서창),2024-02-19,2185,1141,1044
검단오류(검단산업단지),2024-02-20,5914,2909,3005
왕길,2024-02-20,5055,2569,2486
검단사거리,2024-02-20,16433,8474,7959
마전,2024-02-20,8316,4021,4295
완정,2024-02-20,14587,7547,7040
